Date,BTC,ETH,XRP,LINK,LTC,BCH,ADA
2021/1/17,36016.77961,1227.087041,0.279049971,20.53708096,144.0718484,489.1309976,0.34441651
2021/1/18,36375.81138,1252.998158,0.279679599,22.99312262,144.3492372,486.1055452,0.393334857
2021/1/19,36346.6095,1238.645504,0.283556246,21.63705634,148.996134,494.4911765,0.371185
2021/1/20,36577.51965,1411.833939,0.300097477,21.14149729,158.0751327,522.6227501,0.375592488
2021/1/21,35004.53263,1332.642513,0.292645539,21.25463822,148.0994082,493.6101573,0.370509263
2021/1/22,30606.18268,1117.483678,0.266355524,18.49873003,128.2494029,414.9185441,0.308616933
2021/1/23,33368.36593,1250.715166,0.274836967,22.43585803,139.2522249,445.5016441,0.352672675
2021/1/24,32070.09743,1235.09164,0.270582272,24.50050656,137.3207917,429.2040134,0.344375947
2021/1/25,32285.72613,1368.895605,0.273414139,24.74281955,139.3606553,435.3260767,0.352352436
2021/1/26,32500.25596,1324.858487,0.269433255,23.53547282,138.1507949,435.8105999,0.345623097
2021/1/27,32324.55565,1350.736956,0.267654215,22.90694968,133.734859,426.5442098,0.344312091
2021/1/28,30534.99937,1247.656556,0.252853814,20.89213655,124.2910124,380.2202336,0.315006605
2021/1/29,33408.21834,1354.960394,0.26438866,23.5949627,133.9976007,409.3633649,0.347694013
2021/1/30,34842.55739,1407.68179,0.28715095,23.17850097,138.2942543,412.3158743,0.353166268
2021/1/31,34622.37323,1385.498675,0.414037852,23.76914019,133.8928252,414.0641605,0.366068458
2021/2/1,33087.36986,1315.243745,0.488379033,22.48040322,128.8202612,399.5189131,0.346383505
2021/2/2,33613.32076,1357.04799,0.37849324,22.94781034,132.4747676,412.5857178,0.399932251
2021/2/3,35632.90195,1540.651288,0.368082055,23.56742914,143.9269691,431.8165935,0.432496879
2021/2/4,37397.42636,1644.685967,0.39463532,24.8353028,154.6889113,445.3765984,0.44275834
2021/2/5,37256.25211,1628.468008,0.460635525,24.82185164,146.9977943,424.5518318,0.433153004
2021/2/6,37851.59659,1704.8323,0.440691484,26.17058933,153.673106,444.2047409,0.55084352
2021/2/7,40302.79979,1708.728299,0.446664084,25.40104703,158.9407607,464.1033214,0.6383299
2021/2/8,38461.6814,1584.681923,0.41625452,24.40021156,150.0998833,440.2408864,0.624113799
2021/2/9,44716.68547,1714.876044,0.447801898,25.14939732,165.842517,479.6918965,0.679887387
2021/2/10,46674.85169,1762.268302,0.467729118,27.44622847,175.8565123,509.3466132,0.696310009
2021/2/11,45237.47569,1747.197727,0.504009633,26.70223794,181.2836196,494.448515,0.884638017
2021/2/12,47500.89752,1781.584729,0.524970579,27.73074851,186.2353279,528.172472,0.957399878
2021/2/13,47884.18286,1845.820149,0.594892465,31.24423716,198.0693915,567.6179737,0.926233476
2021/2/14,47005.19065,1811.268874,0.62162508,33.61626439,225.3745077,637.1067022,0.890378545
2021/2/15,49151.16758,1828.092656,0.606027338,33.99030259,219.3942622,731.592844,0.871410735
2021/2/16,48125.9922,1787.122941,0.561376438,33.04083934,211.01739,721.5720831,0.856799002
2021/2/17,48840.41447,1763.751671,0.512356993,31.54473388,208.4603744,701.1918281,0.872177646
2021/2/18,52165.30256,1835.991463,0.539831988,32.07937909,233.0111955,716.2313928,0.884653846
2021/2/19,51728.5088,1936.715286,0.535741016,32.6639388,227.5328689,703.604698,0.91012067
2021/2/20,55719.20436,1958.73919,0.56402441,34.62774196,239.1891587,726.949249,0.93463252
2021/2/21,54801.64864,1855.264841,0.490166022,33.0136238,219.9948816,647.1850993,1.091894163
2021/2/22,57128.64261,1913.800284,0.534230601,33.66173782,225.3584927,699.9895001,1.08446267
2021/2/23,54181.91465,1782.149591,0.575106616,31.41216845,206.6405505,626.2799396,1.095003082
2021/2/24,48172.87748,1546.622961,0.46113951,25.3634385,173.5110373,504.0430356,0.926066788
2021/2/25,48745.43298,1589.266801,0.460245667,27.38526977,177.0361875,518.6673757,1.02585318
2021/2/26,48291.41208,1524.180606,0.45306909,26.06394834,187.6235248,515.4136906,1.106721502
2021/2/27,45752.11492,1435.724418,0.424883999,24.89421949,169.0006758,481.5850907,1.204904529
2021/2/28,46642.60608,1495.812837,0.44167735,26.75070471,173.0059707,490.9072451,1.347230419
2021/3/1,45092.80657,1412.713189,0.415393451,24.59997819,164.2744003,458.9447361,1.294209993
2021/3/2,49248.91401,1555.84478,0.445886246,27.1173766,175.4997865,496.6899055,1.306038943
2021/3/3,47900.77688,1483.912043,0.43319312,28.28519424,174.5045166,507.1837707,1.209842538
2021/3/4,50811.85517,1593.878998,0.450477318,30.1628474,189.5274743,529.3245075,1.226033732
2021/3/5,48259.48708,1528.56831,0.470374782,27.50534637,180.0895495,507.8456799,1.106490553
2021/3/6,49149.73083,1543.568386,0.462341307,28.10620323,182.8956075,501.2267462,1.183832735
2021/3/7,48879.1519,1658.812318,0.461688455,28.20198096,182.4671904,501.5740297,1.132989157
2021/3/8,50594.69857,1681.991795,0.463080901,28.14569794,188.1702836,510.8298356,1.130525894
2021/3/9,51503.25813,1782.486859,0.472872307,30.87232991,188.8336224,521.3198015,1.109794504
2021/3/10,54458.03781,1834.665277,0.483582427,31.18829698,202.596671,541.8657968,1.198962057
2021/3/11,56915.17394,1829.391324,0.464575849,30.0347327,204.5075836,558.1099827,1.150498072
2021/3/12,57636.75796,1822.231797,0.451930475,29.90304327,200.5638856,548.1551792,1.112917183
2021/3/13,57306.16626,1762.2336,0.437372487,28.18958061,218.9643654,531.7431987,1.047727426
2021/3/14,60743.04182,1905.946671,0.456056531,29.71281468,224.2006043,593.3101102,1.093953288
2021/3/15,60197.90199,1880.756114,0.444992601,29.18699283,218.3695144,567.4066078,1.071320515
2021/3/16,56300.33411,1789.844053,0.436426399,27.41323409,201.2060477,525.6755637,1.032723448
2021/3/17,56639.78395,1797.820265,0.461250682,27.78299776,201.5905729,528.7068287,1.223630563
2021/3/18,58567.28378,1815.7424,0.471334064,30.76017586,204.0587841,537.0045635,1.371825619
2021/3/19,57983.09474,1790.528729,0.47162746,29.70732825,200.8663924,528.0624008,1.246947308
2021/3/20,58451.73147,1819.555149,0.469163,30.13969693,201.0744262,536.8577622,1.331025989
2021/3/21,58593.60245,1833.745117,0.54418449,30.10401321,202.3970565,542.9177262,1.225168247
2021/3/22,57796.46737,1798.889705,0.51679271,29.45700338,197.2603717,527.7730087,1.198380278
2021/3/23,54329.35863,1684.46157,0.55186093,27.5516589,186.3866021,510.1598791,1.10745801
2021/3/24,54794.29771,1677.399709,0.552779896,27.07237454,185.595834,515.0164738,1.13454057
2021/3/25,52787.74553,1592.232371,0.478055635,25.03264092,178.8131585,476.3737043,1.084917393
2021/3/26,52173.86798,1598.256146,0.514478217,25.92571227,173.4396441,476.2754365,1.115985347
2021/3/27,54483.04573,1681.905539,0.553745466,27.24532209,182.2731261,501.7633542,1.205691806
2021/3/28,56234.35611,1722.471861,0.555368407,27.05191592,184.9175129,501.6915886,1.190784896
2021/3/29,55343.92582,1676.357087,0.54570984,26.50626443,182.704069,494.3466062,1.186099261
2021/3/30,57627.67925,1809.068883,0.560977024,27.95059552,194.606483,516.4390104,1.200004582
2021/3/31,58734.47543,1841.755764,0.563649432,27.75967445,195.1540361,524.7199182,1.212516892
2021/4/1,58724.66452,1913.851919,0.560201513,28.6332627,195.2336417,536.5931263,1.188916564
2021/4/2,58984.61293,1968.166713,0.569806748,30.12585964,202.4054078,553.9700489,1.188429598
2021/4/3,58821.62699,2096.590506,0.59530606,31.83915803,206.4487536,584.9897459,1.18616641
2021/4/4,57517.79877,2036.751897,0.584854759,29.66974814,198.9417595,537.8992482,1.170104101
2021/4/5,58177.40276,2067.514785,0.623119588,30.63961373,201.903552,557.0388971,1.180037425
2021/4/6,58843.55954,2114.143939,0.901787857,32.49918956,222.7017532,629.3575618,1.210122237
2021/4/7,58040.1876,2117.595811,1.030588596,34.43550157,239.2651953,657.4534354,1.240510788
